Branch_ID,Region,Date,Cash_Deposits,Cash_Withdrawals,Opening_Balance,Closing_Balance,Cash_Shortage_Flag
B11,East,2026-06-03,,238360.0,614983.0,816348,0
B16,North,2026-06-04,160966.0,98959.0,714111.0,776118,0
B8,East,2026-06-05,187854.0,435065.0,,4479,1
B4,West,2026-06-06,149352.0,370322.0,777158.0,556188,0
B40,North,2026-06-07,469149.0,238208.0,286928.0,517869,0
B4,South,2026-06-08,389298.0,231812.0,,879407,0
B25,West,2026-06-09,189379.0,152255.0,795053.0,832177,0
B3,North,2026-06-10,273279.0,126322.0,485916.0,632873,0
B32,South,2026-06-11,287281.0,346709.0,574195.0,514767,0
B3,East,2026-06-12,158297.0,41132.0,223555.0,340720,0
B27,South,2026-06-13,256946.0,209331.0,589363.0,636978,0
B29,West,2026-06-14,88346.0,267684.0,597477.0,418139,0
B32,East,2026-06-15,162138.0,365812.0,581977.0,378303,0
B50,North,2026-06-16,362916.0,299427.0,508697.0,572186,0
B19,East,2026-06-17,90149.0,148835.0,465232.0,406546,0
B21,North,2026-06-18,398844.0,182003.0,770071.0,986912,0
B5,North,2026-06-19,208598.0,298228.0,725403.0,635773,0
B18,South,2026-06-20,408902.0,113169.0,272908.0,568641,0
B28,South,2026-06-21,178447.0,300529.0,793397.0,671315,0
B42,South,2026-06-22,55695.0,293608.0,571087.0,333174,0
B22,West,2026-06-23,89169.0,274385.0,209422.0,24206,1
B21,West,2026-06-24,360091.0,229973.0,374698.0,504816,0
B6,South,2026-06-25,228296.0,140417.0,689572.0,777451,0
B1,West,2026-06-26,358009.0,41044.0,237743.0,554708,0
B5,East,2026-06-27,206625.0,217763.0,650415.0,639277,0
B41,East,2026-06-28,416645.0,271807.0,592432.0,737270,0
B12,West,2026-06-29,372554.0,64363.0,584922.0,893113,0
B26,West,2026-06-30,415898.0,348838.0,753718.0,820778,0
B46,East,2026-07-01,403039.0,434798.0,228834.0,197075,0
B34,North,2026-07-02,468032.0,323445.0,748723.0,893310,0
B49,East,2026-07-03,236098.0,376473.0,287212.0,146837,0
B14,East,2026-07-04,362849.0,,780085.0,1101314,0
B26,West,2026-07-05,242994.0,364368.0,636770.0,515396,0
B45,East,2026-07-06,427844.0,135419.0,778843.0,1071268,0
B27,West,2026-07-07,386058.0,208606.0,285350.0,462802,0
B9,West,2026-07-08,51881.0,422194.0,214716.0,-155597,1
B26,South,2026-07-09,,242701.0,260261.0,500343,0
B47,East,2026-07-10,359509.0,358000.0,746702.0,748211,0
B22,North,2026-07-11,129211.0,220324.0,215522.0,124409,0
B47,South,2026-07-12,206078.0,357953.0,698665.0,546790,0
B30,West,2026-07-13,353342.0,62259.0,591776.0,882859,0
B43,West,2026-07-14,466047.0,60655.0,529782.0,935174,0
B48,North,2026-07-15,,61602.0,755134.0,1106325,0
B17,West,2026-07-16,459675.0,388089.0,486543.0,558129,0
B26,East,2026-07-17,,182182.0,423734.0,717211,0
B36,South,2026-07-18,485532.0,439289.0,323182.0,369425,0
B1,West,2026-07-19,277203.0,402990.0,248591.0,122804,0
B8,West,2026-07-20,245558.0,382962.0,351786.0,214382,0
B49,North,2026-07-21,186949.0,443411.0,498021.0,241559,0
B35,East,2026-07-22,89553.0,41537.0,284106.0,332122,0
B15,West,2026-07-23,448138.0,296210.0,561998.0,713926,0
B47,North,2026-07-24,434922.0,217274.0,364486.0,582134,0
B22,West,2026-07-25,429162.0,211236.0,292508.0,510434,0
B14,North,2026-07-26,185758.0,428689.0,508979.0,266048,0
B26,North,2026-07-27,82766.0,129743.0,766752.0,719775,0
B28,East,2026-07-28,344150.0,126155.0,316062.0,534057,0
B23,West,2026-07-29,81422.0,422342.0,572598.0,231678,0
B14,East,2026-07-30,428734.0,129846.0,522176.0,821064,0
B24,North,2026-07-31,324349.0,274507.0,575665.0,625507,0
B2,South,2026-08-01,204599.0,332706.0,741428.0,613321,0
B45,West,2026-08-02,292555.0,330180.0,464814.0,427189,0
B26,South,2026-08-03,461659.0,231824.0,498663.0,728498,0
B14,West,2026-08-04,459740.0,376377.0,768800.0,852163,0
B7,East,2026-08-05,428621.0,123049.0,303565.0,609137,0
B3,East,2026-08-06,78202.0,,385964.0,184519,0
B47,East,2026-08-07,,370825.0,749883.0,868416,0
B23,East,2026-08-08,373836.0,329962.0,388279.0,432153,0
B46,East,2026-08-09,263456.0,364676.0,446661.0,345441,0
B43,South,2026-08-10,70855.0,359849.0,364512.0,75518,1
B47,East,2026-08-11,241444.0,60104.0,470774.0,652114,0
B45,North,2026-08-12,337239.0,426480.0,624466.0,535225,0
B18,North,2026-08-13,481940.0,167904.0,460300.0,774336,0
B38,South,2026-08-14,361385.0,371747.0,439644.0,429282,0
B35,West,2026-08-15,153119.0,142499.0,274191.0,284811,0
B15,North,2026-08-16,102003.0,361169.0,300591.0,41425,1
B25,West,2026-08-17,,267336.0,788041.0,665542,0
B37,South,2026-08-18,273068.0,,703477.0,642084,0
B28,West,2026-08-19,,213084.0,784808.0,978151,0
B10,West,2026-08-20,459188.0,407729.0,466152.0,517611,0
B39,West,2026-08-21,173805.0,192472.0,637680.0,619013,0
B17,West,2026-08-22,405990.0,350414.0,569552.0,625128,0
B39,South,2026-08-23,335071.0,243141.0,462640.0,554570,0
B22,North,2026-08-24,432733.0,159415.0,,835229,0
B26,East,2026-08-25,165657.0,234716.0,,416297,0
B44,West,2026-08-26,378774.0,120206.0,,934197,0
B25,North,2026-08-27,154428.0,371612.0,320118.0,102934,0
B17,North,2026-08-28,172035.0,230545.0,472028.0,413518,0
B13,South,2026-08-29,495563.0,,316481.0,748321,0
B20,North,2026-08-30,280780.0,362790.0,268259.0,186249,0
B25,South,2026-08-31,438388.0,237327.0,249810.0,450871,0
B4,West,2026-09-01,267282.0,40074.0,329926.0,557134,0
B10,West,2026-09-02,119518.0,295245.0,729049.0,553322,0
B3,East,2026-09-03,226355.0,328642.0,216375.0,114088,0
B41,East,2026-09-04,,236594.0,438117.0,594993,0
B45,East,2026-09-05,193277.0,136881.0,361637.0,418033,0
B18,North,2026-09-06,170243.0,85929.0,302654.0,386968,0
B47,West,2026-09-07,324892.0,163199.0,400798.0,562491,0
B36,South,2026-09-08,464313.0,271525.0,332955.0,525743,0
B47,East,2026-09-09,446308.0,328172.0,274489.0,392625,0
B22,South,2026-09-10,103311.0,69545.0,732669.0,766435,0
B34,South,2026-09-11,72692.0,119569.0,344867.0,297990,0
B47,East,2026-09-12,174954.0,71673.0,262999.0,366280,0
B8,West,2026-09-13,204934.0,404655.0,512051.0,312330,0
B40,East,2026-09-14,442179.0,395288.0,619627.0,666518,0
B49,South,2026-09-15,271468.0,366968.0,351606.0,256106,0
B44,East,2026-09-16,391651.0,63525.0,622397.0,950523,0
B19,South,2026-09-17,130152.0,97804.0,565213.0,597561,0
B42,South,2026-09-18,54926.0,186115.0,744284.0,613095,0
B41,East,2026-09-19,53969.0,81846.0,305682.0,277805,0
B37,North,2026-09-20,85733.0,117261.0,545753.0,514225,0
B6,East,2026-09-21,381999.0,,709220.0,817907,0
B26,North,2026-09-22,91743.0,224100.0,563634.0,431277,0
B34,South,2026-09-23,180193.0,331627.0,271325.0,119891,0
B45,South,2026-09-24,220948.0,47265.0,753218.0,926901,0
B6,North,2026-09-25,419589.0,324907.0,576570.0,671252,0
B37,South,2026-09-26,70323.0,246724.0,217529.0,41128,1
B33,North,2026-09-27,328572.0,55733.0,777834.0,1050673,0
B22,North,2026-09-28,84578.0,414340.0,470086.0,140324,0
B21,South,2026-09-29,136486.0,131038.0,611512.0,616960,0
B6,West,2026-09-30,376284.0,339564.0,462440.0,499160,0
B6,North,2026-10-01,307450.0,180319.0,267945.0,395076,0
B48,East,2026-10-02,157325.0,61058.0,259980.0,356247,0
B4,East,2026-10-03,395973.0,286301.0,365301.0,474973,0
B30,South,2026-10-04,318508.0,337073.0,253444.0,234879,0
B11,West,2026-10-05,441011.0,202434.0,497180.0,735757,0
B30,South,2026-10-06,478565.0,126489.0,708898.0,1060974,0
B31,West,2026-10-07,181763.0,124664.0,460186.0,517285,0
B24,North,2026-10-08,307971.0,218428.0,283337.0,372880,0
B9,North,2026-10-09,145598.0,117597.0,513612.0,541613,0
B3,North,2026-10-10,247539.0,308185.0,272894.0,212248,0
B31,North,2026-10-11,226968.0,,646300.0,755059,0
B40,East,2026-10-12,107062.0,298109.0,787426.0,596379,0
B37,East,2026-10-13,278338.0,232941.0,484732.0,530129,0
B36,South,2026-10-14,260834.0,192131.0,610887.0,679590,0
B24,West,2026-10-15,194933.0,139864.0,283038.0,338107,0
B31,North,2026-10-16,277909.0,188620.0,624861.0,714150,0
B6,North,2026-10-17,138302.0,448294.0,569355.0,259363,0
B2,West,2026-10-18,113928.0,438635.0,375793.0,51086,1
B20,West,2026-10-19,264303.0,,650472.0,708213,0
B28,South,2026-10-20,91347.0,247158.0,400015.0,244204,0
B11,West,2026-10-21,53121.0,155158.0,,222301,0
B4,North,2026-10-22,133793.0,41468.0,227843.0,320168,0
B15,North,2026-10-23,78164.0,326453.0,565208.0,316919,0
B6,North,2026-10-24,,112255.0,427997.0,653377,0
B49,North,2026-10-25,109222.0,298078.0,326417.0,137561,0
B30,North,2026-10-26,204237.0,384043.0,316585.0,136779,0
B38,South,2026-10-27,53748.0,68718.0,754634.0,739664,0
B2,North,2026-10-28,76553.0,265409.0,419356.0,230500,0
B15,South,2026-10-29,166547.0,279967.0,585296.0,471876,0
B11,North,2026-10-30,110380.0,208913.0,684600.0,586067,0
B8,East,2026-10-31,94331.0,254637.0,646742.0,486436,0
B26,East,2026-11-01,277105.0,,343635.0,212043,0
B45,East,2026-11-02,170617.0,352425.0,377132.0,195324,0
B44,East,2026-11-03,351704.0,415595.0,460609.0,396718,0
B5,South,2026-11-04,366009.0,287113.0,573377.0,652273,0
B6,South,2026-11-05,489902.0,302911.0,425784.0,612775,0
B26,West,2026-11-06,125910.0,437111.0,214925.0,-96276,1
B4,North,2026-11-07,447891.0,98026.0,283184.0,633049,0
B19,East,2026-11-08,390130.0,420286.0,399330.0,369174,0
B20,South,2026-11-09,257288.0,82968.0,508213.0,682533,0
B33,North,2026-11-10,60068.0,211169.0,300854.0,149753,0
B20,North,2026-11-11,,448548.0,494849.0,150761,0
B49,South,2026-11-12,412910.0,185693.0,374981.0,602198,0
B12,East,2026-11-13,96418.0,116870.0,419678.0,399226,0
B47,West,2026-11-14,338350.0,58174.0,328501.0,608677,0
B1,North,2026-11-15,178180.0,426501.0,316361.0,68040,1
B26,West,2026-11-16,312431.0,401333.0,384811.0,295909,0
B14,East,2026-11-17,72337.0,80502.0,407892.0,399727,0
B38,East,2026-11-18,201738.0,338818.0,485385.0,348305,0
B37,West,2026-11-19,297667.0,77260.0,620630.0,841037,0
B11,East,2026-11-20,182233.0,238681.0,250818.0,194370,0
B36,North,2026-11-21,412811.0,220536.0,351967.0,544242,0
B13,West,2026-11-22,402215.0,111805.0,554451.0,844861,0
B43,East,2026-11-23,148064.0,235991.0,393481.0,305554,0
B3,West,2026-11-24,,299636.0,648540.0,830871,0
B33,North,2026-11-25,418655.0,225541.0,529064.0,722178,0
B6,East,2026-11-26,457974.0,57194.0,646771.0,1047551,0
B50,North,2026-11-27,296686.0,197883.0,318642.0,417445,0
B10,East,2026-11-28,53178.0,374521.0,527597.0,206254,0
B5,South,2026-11-29,81831.0,170864.0,395428.0,306395,0
B23,East,2026-11-30,183248.0,83723.0,601468.0,700993,0
B10,West,2026-12-01,153306.0,271408.0,295687.0,177585,0
B44,East,2026-12-02,214726.0,282113.0,698758.0,631371,0
B2,North,2026-12-03,304292.0,116298.0,,678661,0
B13,North,2026-12-04,469843.0,99238.0,714513.0,1085118,0
B40,East,2026-12-05,233622.0,299425.0,341554.0,275751,0
B2,West,2026-12-06,424169.0,145433.0,312105.0,590841,0
B20,South,2026-12-07,225982.0,147092.0,593709.0,672599,0
B1,West,2026-12-08,140417.0,304291.0,649410.0,485536,0
B37,South,2026-12-09,239323.0,269991.0,239767.0,209099,0
B9,North,2026-12-10,478638.0,340589.0,753838.0,891887,0
B17,West,2026-12-11,61984.0,224875.0,724261.0,561370,0
B9,South,2026-12-12,139312.0,232180.0,344905.0,252037,0
B11,East,2026-12-13,242458.0,146170.0,334042.0,430330,0
B15,North,2026-12-14,133291.0,435229.0,295494.0,-6444,1
B24,East,2026-12-15,319279.0,387761.0,282681.0,214199,0
B38,North,2026-12-16,50320.0,253482.0,452411.0,249249,0
B35,West,2026-12-17,202756.0,355646.0,753188.0,600298,0
B30,West,2026-12-18,499129.0,157116.0,214126.0,556139,0
B31,North,2026-12-19,400918.0,339899.0,541447.0,602466,0
B49,North,2026-12-20,465105.0,179805.0,416651.0,701951,0
B5,North,2026-12-21,276921.0,311623.0,529205.0,494503,0
B44,West,2026-12-22,410215.0,115361.0,692280.0,987134,0
B50,South,2026-12-23,229971.0,192376.0,216978.0,254573,0
B14,East,2026-12-24,305083.0,164232.0,780632.0,921483,0
B11,East,2026-12-25,453986.0,407730.0,508792.0,555048,0
B9,West,2026-12-26,482537.0,121171.0,463199.0,824565,0
B34,East,2026-12-27,159863.0,416295.0,275582.0,19150,1
B12,North,2026-12-28,91777.0,,432459.0,397940,0
B35,South,2026-12-29,96250.0,180562.0,638092.0,553780,0
B35,East,2026-12-30,385178.0,192324.0,711579.0,904433,0
B1,South,2026-12-31,417084.0,177934.0,763013.0,1002163,0
B40,North,2027-01-01,352274.0,281535.0,598471.0,669210,0
B22,East,2027-01-02,230418.0,372103.0,668163.0,526478,0
B29,West,2027-01-03,445753.0,443666.0,777621.0,779708,0
B8,South,2027-01-04,265834.0,358166.0,504603.0,412271,0
B11,North,2027-01-05,65216.0,298970.0,498307.0,264553,0
B41,South,2027-01-06,396293.0,364135.0,365043.0,397201,0
B37,East,2027-01-07,53009.0,211999.0,689987.0,530997,0
B14,East,2027-01-08,402048.0,,546874.0,677473,0
B30,West,2027-01-09,210399.0,351997.0,481620.0,340022,0
B35,North,2027-01-10,195281.0,71826.0,,654179,0
B21,North,2027-01-11,229515.0,345023.0,451831.0,336323,0
B37,West,2027-01-12,65029.0,228337.0,548737.0,385429,0
B5,West,2027-01-13,260515.0,112361.0,406598.0,554752,0
B19,North,2027-01-14,238069.0,280028.0,697712.0,655753,0
B14,South,2027-01-15,414315.0,380134.0,600723.0,634904,0
B26,South,2027-01-16,164456.0,391931.0,663609.0,436134,0
B4,West,2027-01-17,374703.0,257256.0,381601.0,499048,0
B25,South,2027-01-18,377036.0,80736.0,268682.0,564982,0
B45,North,2027-01-19,382553.0,326674.0,423009.0,478888,0
B42,East,2027-01-20,451851.0,249124.0,647392.0,850119,0
B25,East,2027-01-21,,,446553.0,573632,0
B18,South,2027-01-22,292471.0,146080.0,553857.0,700248,0
B40,West,2027-01-23,432688.0,376399.0,566204.0,622493,0
B8,West,2027-01-24,419484.0,175958.0,,526556,0
B39,West,2027-01-25,83783.0,428742.0,320360.0,-24599,1
B40,West,2027-01-26,84152.0,264793.0,667726.0,487085,0
B14,West,2027-01-27,108741.0,158623.0,,656015,0
B32,South,2027-01-28,419193.0,339531.0,314360.0,394022,0
B38,East,2027-01-29,494718.0,192647.0,463894.0,765965,0
B33,East,2027-01-30,79092.0,152260.0,789306.0,716138,0
B23,South,2027-01-31,198725.0,443316.0,597243.0,352652,0
B15,West,2027-02-01,280636.0,441072.0,336817.0,176381,0
B33,South,2027-02-02,221541.0,206862.0,392803.0,407482,0
B25,East,2027-02-03,304136.0,333132.0,555887.0,526891,0
B17,North,2027-02-04,398627.0,378592.0,212150.0,232185,0
B33,South,2027-02-05,,415574.0,350853.0,369008,0
B47,West,2027-02-06,371898.0,258976.0,388489.0,501411,0
B2,East,2027-02-07,211050.0,445521.0,742613.0,508142,0
B14,East,2027-02-08,137592.0,181041.0,399756.0,356307,0
B40,East,2027-02-09,406687.0,314548.0,707763.0,799902,0
B40,East,2027-02-10,93169.0,442205.0,217669.0,-131367,1
B39,West,2027-02-11,491503.0,281356.0,534154.0,744301,0
B6,North,2027-02-12,104745.0,210534.0,706199.0,600410,0
B6,East,2027-02-13,160168.0,321504.0,407836.0,246500,0
B3,South,2027-02-14,163985.0,387801.0,692290.0,468474,0
B7,North,2027-02-15,,236544.0,332915.0,414058,0
B8,East,2027-02-16,,286512.0,396681.0,347633,0
B42,North,2027-02-17,71067.0,280037.0,775100.0,566130,0
B15,South,2027-02-18,101033.0,74160.0,548413.0,575286,0
B47,East,2027-02-19,95256.0,,371840.0,158163,0
B29,South,2027-02-20,271705.0,198253.0,225395.0,298847,0
B33,West,2027-02-21,289455.0,185457.0,482346.0,586344,0
B30,East,2027-02-22,250417.0,384741.0,429707.0,295383,0
B39,East,2027-02-23,465407.0,105641.0,424839.0,784605,0
B27,East,2027-02-24,136803.0,346391.0,419882.0,210294,0
B36,East,2027-02-25,253814.0,126673.0,769798.0,896939,0
B29,West,2027-02-26,168843.0,271322.0,442802.0,340323,0
B38,East,2027-02-27,78992.0,307688.0,727169.0,498473,0
B33,North,2027-02-28,262603.0,286855.0,658253.0,634001,0
B37,East,2027-03-01,98803.0,446491.0,366415.0,18727,1
B27,West,2027-03-02,,276361.0,655605.0,801363,0
B33,East,2027-03-03,244549.0,103248.0,,812767,0
B4,North,2027-03-04,194282.0,336694.0,339728.0,197316,0
B22,West,2027-03-05,76270.0,355837.0,467885.0,188318,0
B2,West,2027-03-06,448413.0,431068.0,347733.0,365078,0
B10,North,2027-03-07,294929.0,242821.0,494977.0,547085,0
B5,North,2027-03-08,57452.0,295949.0,271240.0,32743,1
B10,North,2027-03-09,,382165.0,539855.0,511320,0
B33,North,2027-03-10,64859.0,317749.0,409304.0,156414,0
B38,North,2027-03-11,470452.0,90713.0,555734.0,935473,0
B13,West,2027-03-12,,377547.0,280522.0,378090,0
B31,West,2027-03-13,82083.0,360610.0,573798.0,295271,0
B47,East,2027-03-14,379852.0,43981.0,319107.0,654978,0
B36,East,2027-03-15,161462.0,442709.0,601176.0,319929,0
B45,South,2027-03-16,197735.0,,222462.0,2422,1
B24,East,2027-03-17,405220.0,421382.0,,604312,0
B15,East,2027-03-18,299737.0,135335.0,,457291,0
B29,North,2027-03-19,331197.0,147441.0,288952.0,472708,0
B8,North,2027-03-20,192157.0,56984.0,615331.0,750504,0
B5,East,2027-03-21,473780.0,165580.0,,729776,0
B29,South,2027-03-22,401889.0,413460.0,698149.0,686578,0
B47,North,2027-03-23,240167.0,172596.0,,570359,0
B4,East,2027-03-24,119517.0,158454.0,524787.0,485850,0
B12,East,2027-03-25,202225.0,89402.0,475455.0,588278,0
B45,West,2027-03-26,186319.0,131656.0,454084.0,508747,0
B2,South,2027-03-27,453769.0,105614.0,329466.0,677621,0
B27,West,2027-03-28,464027.0,206963.0,230531.0,487595,0
B31,South,2027-03-29,276453.0,393153.0,214588.0,97888,1
B36,North,2027-03-30,449351.0,347980.0,343452.0,444823,0
B36,South,2027-03-31,186645.0,446578.0,611034.0,351101,0
B26,East,2027-04-01,129267.0,298789.0,361929.0,192407,0
B43,East,2027-04-02,188261.0,171049.0,745999.0,763211,0
B27,South,2027-04-03,392221.0,378551.0,,560088,0
B5,South,2027-04-04,486862.0,309754.0,519753.0,696861,0
B20,South,2027-04-05,388767.0,149381.0,697981.0,937367,0
B11,West,2027-04-06,181004.0,55791.0,258480.0,383693,0
B10,South,2027-04-07,103687.0,98047.0,255486.0,261126,0
B40,North,2027-04-08,380456.0,274898.0,255162.0,360720,0
B38,West,2027-04-09,157615.0,190737.0,229882.0,196760,0
B6,West,2027-04-10,443120.0,110246.0,778366.0,1111240,0
B8,South,2027-04-11,77564.0,236936.0,438680.0,279308,0
B23,North,2027-04-12,340979.0,274955.0,374898.0,440922,0
B47,West,2027-04-13,57697.0,388292.0,550129.0,219534,0
B26,East,2027-04-14,130165.0,85890.0,506172.0,550447,0
B46,West,2027-04-15,254994.0,440010.0,712871.0,527855,0
B43,South,2027-04-16,460262.0,72888.0,756831.0,1144205,0
B12,North,2027-04-17,107823.0,177821.0,229362.0,159364,0
B26,South,2027-04-18,496586.0,86531.0,620531.0,1030586,0
B13,East,2027-04-19,59615.0,417796.0,358818.0,637,1
B40,East,2027-04-20,448276.0,,603273.0,728797,0
B18,East,2027-04-21,442643.0,383130.0,442721.0,502234,0
B25,South,2027-04-22,126436.0,386140.0,573519.0,313815,0
B33,West,2027-04-23,,96017.0,342394.0,487968,0
B47,South,2027-04-24,432706.0,97676.0,794100.0,1129130,0
B40,North,2027-04-25,383261.0,51560.0,671058.0,1002759,0
B43,West,2027-04-26,84782.0,90468.0,428208.0,422522,0
B12,East,2027-04-27,128533.0,203535.0,591342.0,516340,0
B44,South,2027-04-28,290011.0,335267.0,296950.0,251694,0
B36,East,2027-04-29,239327.0,134346.0,374942.0,479923,0
B48,East,2027-04-30,122684.0,180790.0,264829.0,206723,0
B4,North,2027-05-01,307165.0,233709.0,734876.0,808332,0
B5,West,2027-05-02,265356.0,302172.0,696195.0,659379,0
B37,North,2027-05-03,391702.0,87599.0,502865.0,806968,0
B8,North,2027-05-04,266621.0,188469.0,472743.0,550895,0
B42,North,2027-05-05,285295.0,280270.0,534738.0,539763,0
B49,East,2027-05-06,393566.0,,675958.0,984118,0
B28,North,2027-05-07,301435.0,349801.0,452856.0,404490,0
B31,North,2027-05-08,307424.0,107560.0,484293.0,684157,0
B9,West,2027-05-09,468472.0,144143.0,341280.0,665609,0
B29,West,2027-05-10,473221.0,184575.0,397170.0,685816,0
B14,North,2027-05-11,318782.0,94943.0,571178.0,795017,0
B40,West,2027-05-12,349563.0,,380564.0,614288,0
B41,West,2027-05-13,83377.0,122674.0,220951.0,181654,0
B22,North,2027-05-14,156244.0,65345.0,379992.0,470891,0
B11,East,2027-05-15,224188.0,289495.0,771054.0,705747,0
B23,North,2027-05-16,479850.0,90390.0,359423.0,748883,0
B1,West,2027-05-17,263363.0,266113.0,677432.0,674682,0
B46,East,2027-05-18,73382.0,,642602.0,354283,0
B37,South,2027-05-19,296375.0,41906.0,668361.0,922830,0
B21,East,2027-05-20,237135.0,47961.0,283211.0,472385,0
B26,West,2027-05-21,203466.0,197212.0,621280.0,627534,0
B46,East,2027-05-22,379933.0,421433.0,647095.0,605595,0
B36,North,2027-05-23,284318.0,229773.0,326534.0,381079,0
B23,South,2027-05-24,422778.0,379711.0,733008.0,776075,0
B1,South,2027-05-25,181936.0,382808.0,588348.0,387476,0
B40,South,2027-05-26,411716.0,121199.0,636156.0,926673,0
B15,West,2027-05-27,483438.0,300928.0,509257.0,691767,0
B21,West,2027-05-28,456882.0,139764.0,631419.0,948537,0
B47,South,2027-05-29,173664.0,162357.0,750193.0,761500,0
B9,East,2027-05-30,202027.0,382873.0,404580.0,223734,0
B9,South,2027-05-31,422818.0,352712.0,774673.0,844779,0
B10,East,2027-06-01,153533.0,411493.0,230653.0,-27307,1
B26,East,2027-06-02,393989.0,375446.0,291865.0,310408,0
B41,West,2027-06-03,297997.0,134968.0,677936.0,840965,0
B35,East,2027-06-04,119590.0,200576.0,345871.0,264885,0
B25,South,2027-06-05,439919.0,418260.0,448535.0,470194,0
B26,West,2027-06-06,378615.0,339290.0,739340.0,778665,0
B11,North,2027-06-07,355442.0,80297.0,337116.0,612261,0
B38,North,2027-06-08,294936.0,126394.0,350943.0,519485,0
B2,West,2027-06-09,,429317.0,420375.0,89982,1
B7,South,2027-06-10,459925.0,428086.0,705935.0,737774,0
B18,North,2027-06-11,59726.0,56939.0,745669.0,748456,0
B27,North,2027-06-12,241896.0,346604.0,545252.0,440544,0
B34,East,2027-06-13,90542.0,239294.0,435020.0,286268,0
B27,East,2027-06-14,463461.0,445882.0,,267471,0
B17,South,2027-06-15,84753.0,102119.0,381593.0,364227,0
B43,West,2027-06-16,391932.0,206393.0,545535.0,731074,0
B44,South,2027-06-17,333460.0,434995.0,480064.0,378529,0
B24,West,2027-06-18,283979.0,184258.0,456216.0,555937,0
B25,North,2027-06-19,134698.0,449675.0,359359.0,44382,1
B7,East,2027-06-20,328104.0,258827.0,325702.0,394979,0
B6,South,2027-06-21,80791.0,307201.0,273527.0,47117,1
B24,South,2027-06-22,337360.0,189805.0,346511.0,494066,0
B33,West,2027-06-23,475683.0,321301.0,487120.0,641502,0
B49,West,2027-06-24,376571.0,337174.0,435311.0,474708,0
B29,South,2027-06-25,424614.0,190685.0,569775.0,803704,0
B43,West,2027-06-26,123290.0,148612.0,780985.0,755663,0
B22,South,2027-06-27,97014.0,417224.0,794670.0,474460,0
B26,South,2027-06-28,185150.0,385172.0,380116.0,180094,0
B28,South,2027-06-29,100519.0,176260.0,214633.0,138892,0
B50,North,2027-06-30,316186.0,278178.0,,317172,0
B21,West,2027-07-01,99052.0,299418.0,653116.0,452750,0
B49,East,2027-07-02,64389.0,69680.0,323425.0,318134,0
B7,East,2027-07-03,408105.0,274433.0,589666.0,723338,0
B17,West,2027-07-04,,404446.0,495182.0,208847,0
B20,South,2027-07-05,417202.0,,380160.0,720917,0
B41,East,2027-07-06,405859.0,45796.0,404249.0,764312,0
B49,East,2027-07-07,362877.0,349362.0,405538.0,419053,0
B20,West,2027-07-08,346898.0,210203.0,665432.0,802127,0
B22,East,2027-07-09,461840.0,441339.0,667002.0,687503,0
B28,South,2027-07-10,398030.0,179294.0,500282.0,719018,0
B40,West,2027-07-11,207753.0,326218.0,,283001,0
B49,South,2027-07-12,139524.0,418232.0,672243.0,393535,0
B7,East,2027-07-13,393150.0,,684046.0,738213,0
B1,East,2027-07-14,336848.0,409256.0,387223.0,314815,0
B32,South,2027-07-15,144913.0,,511416.0,226671,0
B13,North,2027-07-16,144108.0,108322.0,337980.0,373766,0
B30,East,2027-07-17,304803.0,358465.0,604060.0,550398,0
B23,North,2027-07-18,319637.0,270246.0,792735.0,842126,0
B19,East,2027-07-19,119639.0,150100.0,539252.0,508791,0
B32,North,2027-07-20,281452.0,337651.0,,580083,0
B30,North,2027-07-21,366527.0,,426301.0,653584,0
B29,North,2027-07-22,184066.0,427932.0,545173.0,301307,0
B49,South,2027-07-23,250352.0,397395.0,501841.0,354798,0
B45,North,2027-07-24,359378.0,325950.0,611249.0,644677,0
B29,North,2027-07-25,490507.0,170364.0,,575206,0
B30,North,2027-07-26,178674.0,339045.0,743628.0,583257,0
B16,East,2027-07-27,55594.0,442968.0,787069.0,399695,0
B40,North,2027-07-28,286907.0,240065.0,210638.0,257480,0
B19,East,2027-07-29,319515.0,,417986.0,523813,0
B18,North,2027-07-30,97315.0,92127.0,506468.0,511656,0
B1,North,2027-07-31,264636.0,302597.0,550500.0,512539,0
B14,South,2027-08-01,177251.0,377576.0,421668.0,221343,0
B47,East,2027-08-02,282520.0,,494786.0,352290,0
B50,North,2027-08-03,129526.0,127362.0,715518.0,717682,0
B2,East,2027-08-04,293459.0,313120.0,749666.0,730005,0
B28,East,2027-08-05,197698.0,154176.0,535830.0,579352,0
B49,West,2027-08-06,398149.0,139122.0,505019.0,764046,0
B50,South,2027-08-07,287330.0,372548.0,,232953,0
B30,South,2027-08-08,155573.0,384076.0,562205.0,333702,0
B38,South,2027-08-09,450346.0,137170.0,788665.0,1101841,0
B4,West,2027-08-10,187900.0,379851.0,778979.0,587028,0
B1,West,2027-08-11,369658.0,257912.0,657519.0,769265,0
B8,South,2027-08-12,285707.0,288178.0,654055.0,651584,0
B29,West,2027-08-13,233736.0,275851.0,511207.0,469092,0
B39,West,2027-08-14,198955.0,395933.0,278343.0,81365,1
B3,West,2027-08-15,224131.0,136516.0,545215.0,632830,0
B32,South,2027-08-16,224004.0,435233.0,755645.0,544416,0
B10,South,2027-08-17,388130.0,47957.0,665054.0,1005227,0
B10,South,2027-08-18,398103.0,147724.0,641913.0,892292,0
B19,West,2027-08-19,314179.0,438008.0,,670742,0
